Price,Close,High,Low,Open,Volume
2005-12-09,10778.580078125,10805.9501953125,10729.91015625,10751.759765625,238930000
2005-12-12,10767.76953125,10811.7099609375,10735.1103515625,10778.66015625,254130000
2005-12-13,10823.7197265625,10871.509765625,10751.3603515625,10765.6904296875,329050000
2005-12-14,10883.509765625,10919.76953125,10820.3203125,10821.3203125,336440000
2005-12-15,10881.669921875,10938.740234375,10865.419921875,10883.4296875,297560000
2005-12-16,10875.58984375,10940.33984375,10869.26953125,10881.669921875,419040000
2005-12-19,10836.5302734375,10922.41015625,10825.6396484375,10875.509765625,331170000
2005-12-20,10805.5498046875,10860.1396484375,10789.6201171875,10836.9296875,254440000
2005-12-21,10833.73046875,10900.8896484375,10805.6298828125,10805.6298828125,257850000
2005-12-22,10889.4404296875,10891.0400390625,10829.16015625,10831.5595703125,229500000
2005-12-23,10883.26953125,10904.7998046875,10869.830078125,10883.26953125,126720000
2005-12-27,10777.76953125,10932.8203125,10776.490234375,10883.75,174190000
2005-12-28,10796.259765625,10825.16015625,10778.25,10778.25,153230000
2005-12-29,10784.8203125,10825.240234375,10779.2197265625,10795.7001953125,160010000
2005-12-30,10717.5,10783.8603515625,10709.419921875,10783.8603515625,191020000
2006-01-03,10847.41015625,10862.7802734375,10684.4501953125,10718.2998046875,302950000
2006-01-04,10880.150390625,10892.6396484375,10833.900390625,10843.9697265625,271490000
2006-01-05,10882.150390625,10908.25,10843.650390625,10880.3896484375,250910000
2006-01-06,10959.3095703125,10968.83984375,10875.4501953125,10875.4501953125,291740000
2006-01-09,11011.900390625,11020.150390625,10944.4296875,10959.4697265625,248240000
2006-01-10,11011.580078125,11013.98046875,10949.8701171875,11010.4599609375,264270000
2006-01-11,11043.4404296875,11047.759765625,10991.9697265625,11011.66015625,266260000
2006-01-12,10962.3603515625,11045.83984375,10951.23046875,11043.4404296875,296400000
2006-01-13,10959.8701171875,10992.6904296875,10921.5302734375,10961.48046875,209940000
2006-01-17,10896.3203125,10957.8701171875,10875.599609375,10957.8701171875,251470000
2006-01-18,10854.8603515625,10890.080078125,10817.3203125,10890.080078125,361540000
2006-01-19,10880.7099609375,10915.9501953125,10852.1298828125,10855.1796875,370960000
2006-01-20,10667.3896484375,10880.7099609375,10661.150390625,10880.7099609375,519090000
2006-01-23,10688.76953125,10737.0400390625,10666.349609375,10668.75,366090000
2006-01-24,10712.2197265625,10750.3095703125,10686.0400390625,10690.2099609375,375980000
2006-01-25,10709.740234375,10760.5703125,10672.599609375,10713.259765625,412460000
2006-01-26,10809.4697265625,10827.9599609375,10710.9404296875,10711.01953125,400550000
2006-01-27,10907.2099609375,10932.33984375,10804.75,10815.3203125,398810000
2006-01-30,10899.919921875,10930.5,10887.4404296875,10908.490234375,323690000
2006-01-31,10864.8603515625,10923.4501953125,10862.1396484375,10900.400390625,369370000
2006-02-01,10953.9501953125,10967.5703125,10852.8203125,10862.1396484375,333580000
2006-02-02,10851.98046875,10950.1103515625,10827.16015625,10950.1103515625,314190000
2006-02-03,10793.6201171875,10863.580078125,10779.0595703125,10849.5703125,346600000
2006-02-06,10798.26953125,10814.509765625,10770.9697265625,10793.2998046875,263190000
2006-02-07,10749.759765625,10822.759765625,10737.669921875,10796.419921875,351880000
2006-02-08,10858.6201171875,10865.419921875,10740.6298828125,10742.16015625,330080000
2006-02-09,10883.349609375,10952.26953125,10855.740234375,10859.419921875,314190000
2006-02-10,10919.0498046875,10944.990234375,10820.2001953125,10883.509765625,303570000
2006-02-13,10892.3203125,10939.8603515625,10849.8896484375,10915.2099609375,244330000
2006-02-14,11028.3896484375,11047.6796875,10890.7197265625,10890.7197265625,307060000
2006-02-15,11058.9697265625,11068.740234375,10989.7197265625,11025.669921875,298850000
2006-02-16,11120.6796875,11120.759765625,11046.400390625,11059.0498046875,302980000
2006-02-17,11115.3203125,11131.9501953125,11077.7001953125,11119.5595703125,329160000
2006-02-21,11069.0595703125,11140.76953125,11050.8095703125,11115.48046875,270410000
2006-02-22,11137.169921875,11159.1796875,11060.330078125,11065.2900390625,337280000
2006-02-23,11069.2197265625,11135.8896484375,11052.73046875,11133.51953125,270410000
2006-02-24,11061.849609375,11085.5400390625,11010.2197265625,11065.76953125,247270000
2006-02-27,11097.5498046875,11132.6103515625,11061.73046875,11062.8095703125,268610000
2006-02-28,10993.41015625,11100.1904296875,10978.6103515625,11096.75,325450000
2006-03-01,11053.5302734375,11069.3798828125,10991.9697265625,10993.25,270620000
2006-03-02,11025.509765625,11052.5703125,10986.0498046875,11052.5703125,274280000
2006-03-03,11021.58984375,11106.6796875,10984.6103515625,11024.23046875,365750000
2006-03-06,10958.58984375,11037.1201171875,10929.2197265625,11022.4697265625,292510000
2006-03-07,10980.6904296875,10989.009765625,10928.740234375,10957.3095703125,284770000
2006-03-08,11005.740234375,11026.7099609375,10922.73046875,10977.080078125,276610000
2006-03-09,10972.2802734375,11049.1201171875,10963.8798828125,11005.66015625,266390000
2006-03-10,11076.33984375,11098.990234375,10972.919921875,10972.919921875,257440000
2006-03-13,11076.01953125,11116.6796875,11056.330078125,11067.6103515625,251020000
2006-03-14,11151.33984375,11161.349609375,11058.650390625,11076.01953125,251560000
2006-03-15,11209.76953125,11226.740234375,11138.9296875,11149.759765625,274740000
2006-03-16,11253.240234375,11282.4501953125,11210.5703125,11210.9697265625,306150000
2006-03-17,11279.650390625,11290.0703125,11254.1201171875,11254.1201171875,480830000
2006-03-20,11274.5302734375,11308.3896484375,11259.7998046875,11278.9296875,247410000
2006-03-21,11235.4697265625,11334.9599609375,11221.5400390625,11275.8896484375,331800000
2006-03-22,11317.4296875,11328.7998046875,11226.419921875,11234.509765625,342980000
2006-03-23,11270.2900390625,11327.2001953125,11237.150390625,11317.349609375,292420000
2006-03-24,11279.9697265625,11316.08984375,11244.0302734375,11270.6103515625,240800000
2006-03-27,11250.1103515625,11280.4501953125,11229.8603515625,11280.1298828125,226240000
2006-03-28,11154.5400390625,11281.76953125,11145.01953125,11250.1103515625,272490000
2006-03-29,11215.7001953125,11244.349609375,11154.9404296875,11154.9404296875,279470000
2006-03-30,11150.7001953125,11259.16015625,11117.6396484375,11216.33984375,276900000
2006-03-31,11109.3203125,11191.3603515625,11105.650390625,11151.33984375,317000000
2006-04-03,11144.9404296875,11247.8701171875,11113.0,11113.0,278440000
2006-04-04,11203.849609375,11226.98046875,11123.5703125,11142.5400390625,246950000
2006-04-05,11239.5498046875,11250.990234375,11169.349609375,11203.2099609375,250190000
2006-04-06,11216.5,11246.91015625,11167.0302734375,11233.009765625,240370000
2006-04-07,11120.0400390625,11269.2998046875,11108.01953125,11217.1396484375,256290000
2006-04-10,11141.330078125,11185.5400390625,11117.080078125,11119.8798828125,207380000
2006-04-11,11089.6298828125,11186.6396484375,11053.169921875,11141.330078125,266080000
2006-04-12,11129.9697265625,11144.1396484375,11087.4697265625,11089.4697265625,212590000
2006-04-13,11137.650390625,11178.400390625,11105.7998046875,11130.1298828125,230870000
2006-04-17,11073.7802734375,11159.990234375,11039.1201171875,11137.330078125,239730000
2006-04-18,11268.76953125,11280.4501953125,11074.580078125,11074.580078125,309660000
2006-04-19,11278.76953125,11302.9501953125,11236.1904296875,11265.400390625,292280000
2006-04-20,11342.8896484375,11384.1103515625,11275.0498046875,11278.5302734375,336420000
2006-04-21,11347.4501953125,11405.8798828125,11316.7900390625,11343.4501953125,325090000
2006-04-24,11336.3203125,11359.7001953125,11305.830078125,11346.8095703125,232000000
2006-04-25,11283.25,11355.3701171875,11260.83984375,11336.5595703125,289230000
2006-04-26,11354.490234375,11379.8701171875,11282.76953125,11283.25,270270000
2006-04-27,11382.509765625,11416.9296875,11275.2998046875,11349.5302734375,361740000
2006-04-28,11367.1396484375,11417.66015625,11347.2099609375,11358.330078125,738440000
2006-05-01,11343.2900390625,11428.3701171875,11329.4404296875,11367.7802734375,365970000
2006-05-02,11416.4501953125,11427.650390625,11345.1298828125,11345.2099609375,335420000
2006-05-03,11400.2802734375,11424.9296875,11362.419921875,11414.6904296875,380540000
2006-05-04,11438.8603515625,11463.1103515625,11401.7998046875,11401.7998046875,333940000
2006-05-05,11577.740234375,11586.3798828125,11440.6201171875,11440.6201171875,338910000
2006-05-08,11584.5400390625,11603.58984375,11561.9697265625,11576.3701171875,309920000
2006-05-09,11639.76953125,11640.73046875,11572.0498046875,11584.6201171875,263250000
2006-05-10,11642.650390625,11670.1904296875,11595.1796875,11630.48046875,284530000
2006-05-11,11500.73046875,11639.4501953125,11479.4404296875,11639.2900390625,322510000
2006-05-12,11380.990234375,11500.009765625,11374.740234375,11500.009765625,321240000
2006-05-15,11428.76953125,11435.33984375,11333.0400390625,11380.4296875,300550000
2006-05-16,11419.8896484375,11460.5498046875,11392.669921875,11428.2099609375,307170000
2006-05-17,11205.6103515625,11410.1298828125,11174.3798828125,11410.1298828125,399460000
2006-05-18,11128.2900390625,11247.3896484375,11127.08984375,11206.169921875,338300000
2006-05-19,11144.0595703125,11180.2900390625,11075.2197265625,11124.3701171875,485500000
2006-05-22,11125.330078125,11175.349609375,11040.0703125,11143.419921875,340590000
2006-05-23,11098.349609375,11202.650390625,11097.3095703125,11126.2900390625,315860000
2006-05-24,11117.3203125,11168.240234375,11030.4697265625,11100.1103515625,466330000
2006-05-25,11211.0498046875,11214.98046875,11114.9599609375,11114.9599609375,295350000
2006-05-26,11278.6103515625,11283.490234375,11211.5400390625,11211.6904296875,240330000
2006-05-30,11094.4296875,11278.1298828125,11094.349609375,11277.25,261260000
2006-05-31,11168.3095703125,11183.0400390625,11085.3798828125,11091.150390625,353660000
2006-06-01,11260.2802734375,11270.2099609375,11150.0703125,11169.0302734375,295150000
2006-06-02,11247.8701171875,11285.8203125,11191.5302734375,11260.51953125,268640000
2006-06-05,11048.7197265625,11248.7900390625,11040.240234375,11247.5498046875,254990000
2006-06-06,11002.1396484375,11094.259765625,10926.419921875,11048.240234375,385870000
2006-06-07,10930.900390625,11077.3798828125,10928.33984375,11002.0595703125,333490000
2006-06-08,10938.8203125,10964.6796875,10757.5498046875,10929.7001953125,442150000
2006-06-09,10891.919921875,10976.2001953125,10871.58984375,10939.1396484375,272930000
2006-06-12,10792.580078125,10927.1201171875,10790.259765625,10892.0,272490000
2006-06-13,10706.1396484375,10862.2998046875,10700.9296875,10783.1396484375,399220000
2006-06-14,10816.919921875,10817.0,10698.849609375,10706.7802734375,355620000
2006-06-15,11015.1904296875,11036.48046875,10817.48046875,10817.48046875,358870000
2006-06-16,11014.5498046875,11045.2001953125,10984.1298828125,11014.3798828125,451930000
2006-06-19,10942.1103515625,11057.6103515625,10907.2900390625,11014.8701171875,377040000
2006-06-20,10974.83984375,11029.830078125,10938.419921875,10942.0302734375,274060000
2006-06-21,11079.4599609375,11131.73046875,10971.7197265625,10975.240234375,309290000
2006-06-22,11019.1103515625,11077.7802734375,10986.1396484375,11077.7802734375,250460000
2006-06-23,10989.08984375,11074.259765625,10973.400390625,11019.1904296875,221940000
2006-06-26,11045.2802734375,11048.7197265625,10973.7197265625,10990.2900390625,202770000
2006-06-27,10924.740234375,11064.08984375,10920.73046875,11048.240234375,269010000
2006-06-28,10973.5595703125,10981.25,10902.48046875,10925.2998046875,260240000
2006-06-29,11190.7998046875,11195.5400390625,10974.3603515625,10974.3603515625,337830000
2006-06-30,11150.2197265625,11235.6298828125,11150.0595703125,11190.7998046875,365670000
2006-07-03,11228.01953125,11231.2998046875,11149.33984375,11149.33984375,134790000
2006-07-05,11151.8203125,11225.0595703125,11123.3203125,11225.0595703125,248320000
2006-07-06,11225.2998046875,11257.080078125,11147.1201171875,11147.1201171875,224520000
2006-07-07,11090.669921875,11224.1796875,11066.009765625,11224.1796875,253730000
2006-07-10,11103.5498046875,11174.4697265625,11090.0400390625,11091.7099609375,207740000
2006-07-11,11134.76953125,11151.1796875,11027.990234375,11102.58984375,298130000
2006-07-12,11013.1796875,11149.9599609375,10995.9697265625,11133.9697265625,266320000
2006-07-13,10846.2900390625,11012.6201171875,10832.9296875,11012.6201171875,328780000
2006-07-14,10739.349609375,10848.3701171875,10701.33984375,10846.5302734375,312080000
2006-07-17,10747.3603515625,10802.669921875,10714.7099609375,10739.349609375,251640000
2006-07-18,10799.23046875,10813.7900390625,10683.3203125,10745.83984375,288860000
2006-07-19,11011.419921875,11038.48046875,10797.3896484375,10797.3896484375,343400000
2006-07-20,10928.099609375,11037.2802734375,10924.98046875,11007.259765625,336300000
2006-07-21,10868.3798828125,10951.76953125,10838.849609375,10937.9404296875,433240000
2006-07-24,11051.0498046875,11065.9501953125,10868.6201171875,10868.7001953125,269370000
2006-07-25,11103.7099609375,11133.8095703125,10999.900390625,11051.0498046875,281840000
2006-07-26,11102.509765625,11157.8203125,11048.16015625,11102.91015625,287170000
2006-07-27,11100.4296875,11187.759765625,11087.5498046875,11104.1904296875,286530000
2006-07-28,11219.7001953125,11243.3095703125,11102.0302734375,11102.1103515625,269730000
2006-07-31,11185.6796875,11219.0595703125,11178.3203125,11218.900390625,226190000
2006-08-01,11125.73046875,11185.2802734375,11083.8603515625,11184.7998046875,199150000
2006-08-02,11199.9296875,11229.4599609375,11125.25,11125.5703125,229410000
2006-08-03,11242.58984375,11269.490234375,11144.4599609375,11195.2802734375,211890000
2006-08-04,11240.349609375,11344.169921875,11187.3603515625,11244.58984375,210410000
2006-08-07,11219.3798828125,11245.9501953125,11190.5595703125,11239.4697265625,169710000
2006-08-08,11173.58984375,11276.2900390625,11141.8203125,11218.1796875,261520000
2006-08-09,11076.1796875,11250.83984375,11068.5703125,11168.4697265625,231270000
2006-08-10,11124.3701171875,11143.98046875,11044.7197265625,11073.1396484375,211270000
2006-08-11,11088.0302734375,11121.16015625,11042.6396484375,11121.16015625,166870000
2006-08-14,11097.8701171875,11202.73046875,11079.7802734375,11089.0703125,205830000
2006-08-15,11230.259765625,11234.26953125,11098.0302734375,11098.0302734375,208750000
2006-08-16,11327.1201171875,11340.7998046875,11224.91015625,11224.91015625,219190000
2006-08-17,11334.9599609375,11372.419921875,11298.3798828125,11327.3603515625,243000000
2006-08-18,11381.4697265625,11381.4697265625,11317.669921875,11333.759765625,282660000
2006-08-21,11345.0498046875,11380.990234375,11321.990234375,11380.669921875,196220000
2006-08-22,11339.83984375,11383.7099609375,11303.33984375,11344.41015625,213690000
2006-08-23,11297.900390625,11370.8203125,11264.0400390625,11337.1201171875,170410000
2006-08-24,11304.4599609375,11334.7197265625,11273.8896484375,11297.8203125,170710000
2006-08-25,11284.0498046875,11317.4296875,11260.2802734375,11301.2197265625,150200000
2006-08-28,11352.009765625,11387.7900390625,11273.490234375,11285.330078125,180810000
2006-08-29,11369.9404296875,11379.5498046875,11299.580078125,11352.650390625,198620000
2006-08-30,11382.91015625,11407.080078125,11355.6904296875,11365.98046875,180100000
2006-08-31,11381.150390625,11405.3203125,11369.7802734375,11383.4697265625,156960000
2006-09-01,11464.150390625,11476.48046875,11382.75,11382.75,168010000
2006-09-05,11469.2802734375,11488.169921875,11438.0595703125,11461.830078125,184960000
2006-09-06,11406.2001953125,11466.23046875,11395.150390625,11466.23046875,190990000
2006-09-07,11331.4404296875,11405.240234375,11323.83984375,11405.16015625,213670000
2006-09-08,11392.1103515625,11402.83984375,11331.0400390625,11332.240234375,161650000
2006-09-11,11396.83984375,11421.25,11342.169921875,11389.8701171875,216000000
2006-09-12,11498.08984375,11512.98046875,11395.7099609375,11396.83984375,237300000
2006-09-13,11543.3203125,11567.25,11476.16015625,11487.6904296875,214190000
2006-09-14,11527.3896484375,11549.080078125,11495.3701171875,11543.400390625,203780000
2006-09-15,11560.76953125,11613.509765625,11528.75,11528.75,365450000
2006-09-18,11555.0,11588.3798828125,11528.1103515625,11559.9697265625,192680000
2006-09-19,11540.91015625,11562.0498046875,11480.5595703125,11554.599609375,178880000
2006-09-20,11613.1904296875,11628.8798828125,11542.2001953125,11542.2802734375,226390000
2006-09-21,11533.23046875,11630.5595703125,11501.76953125,11611.669921875,241370000
2006-09-22,11508.099609375,11533.0703125,11474.5595703125,11532.91015625,198480000
2006-09-25,11575.8095703125,11616.48046875,11486.0,11509.2998046875,267990000
2006-09-26,11669.3896484375,11670.26953125,11567.650390625,11575.73046875,283670000
2006-09-27,11689.240234375,11720.76953125,11659.6201171875,11670.1904296875,296890000
2006-09-28,11718.4501953125,11728.4599609375,11660.419921875,11689.400390625,236500000
2006-09-29,11679.0703125,11741.990234375,11677.7900390625,11718.0498046875,216040000
2006-10-02,11670.349609375,11726.9404296875,11658.66015625,11678.990234375,198010000
2006-10-03,11727.33984375,11758.9501953125,11653.0595703125,11670.1103515625,230570000
2006-10-04,11850.6103515625,11851.25,11707.490234375,11722.9404296875,281860000
2006-10-05,11866.6904296875,11870.0595703125,11821.23046875,11844.3798828125,253550000
2006-10-06,11850.2099609375,11865.5703125,11800.5,11865.490234375,242980000
2006-10-09,11857.8095703125,11872.9404296875,11813.2197265625,11849.5595703125,177940000
2006-10-10,11867.169921875,11877.900390625,11829.7099609375,11857.73046875,227210000
2006-10-11,11852.1298828125,11875.98046875,11794.169921875,11865.490234375,256040000
2006-10-12,11947.7001953125,11959.6298828125,11854.0498046875,11854.1298828125,291010000
2006-10-13,11960.509765625,11960.509765625,11908.7998046875,11947.2197265625,295100000
2006-10-16,11980.599609375,11997.25,11945.5400390625,11961.3095703125,271740000
2006-10-17,11950.01953125,11979.080078125,11887.1904296875,11977.400390625,238130000
2006-10-18,11992.6796875,12049.509765625,11947.6201171875,11947.6201171875,344650000
2006-10-19,12011.73046875,12027.740234375,11966.91015625,11988.919921875,260150000
2006-10-20,12002.3701171875,12048.8701171875,11941.9404296875,12013.009765625,313840000
2006-10-23,12116.91015625,12125.16015625,11971.7900390625,12116.509765625,288780000
2006-10-24,12127.8798828125,12133.7998046875,12079.0498046875,12116.509765625,257650000
2006-10-25,12134.6796875,12147.9697265625,12081.76953125,12127.240234375,238470000
2006-10-26,12163.66015625,12167.01953125,12096.099609375,12134.83984375,237150000
2006-10-27,12090.259765625,12164.8603515625,12073.5302734375,12164.7802734375,277340000
2006-10-30,12086.5,12117.23046875,12049.919921875,12089.1396484375,206240000
2006-10-31,12080.73046875,12113.3896484375,12025.33984375,12086.1796875,277410000
2006-11-01,12031.01953125,12123.9599609375,12007.169921875,12080.25,245720000
2006-11-02,12018.5400390625,12032.5498046875,11979.0,12023.98046875,222140000
2006-11-03,11986.0400390625,12061.51953125,11965.3095703125,12018.2998046875,197740000
2006-11-06,12105.5498046875,12117.7099609375,11984.759765625,11985.16015625,211250000
2006-11-07,12156.76953125,12196.3203125,12101.0595703125,12104.75,222400000
2006-11-08,12176.5400390625,12193.75,12102.900390625,12147.3798828125,252650000
2006-11-09,12103.2998046875,12187.0302734375,12090.099609375,12174.7001953125,275340000
2006-11-10,12108.4296875,12127.080078125,12074.009765625,12102.740234375,204440000
2006-11-13,12131.8798828125,12164.7001953125,12084.8095703125,12097.7001953125,194050000
2006-11-14,12218.009765625,12228.009765625,12084.9697265625,12132.4404296875,255300000
2006-11-15,12251.7099609375,12291.73046875,12205.759765625,12214.3701171875,258840000
2006-11-16,12305.8203125,12325.91015625,12250.0498046875,12250.0498046875,223350000
2006-11-17,12342.5595703125,12342.5595703125,12277.400390625,12304.6201171875,285110000
2006-11-20,12316.5400390625,12355.23046875,12302.51953125,12340.7099609375,228960000
2006-11-21,12321.58984375,12339.849609375,12296.0302734375,12312.1298828125,216660000
2006-11-22,12326.9501953125,12361.0,12302.759765625,12321.91015625,177740000
2006-11-24,12280.169921875,12324.1103515625,12258.8603515625,12321.7099609375,77630000
2006-11-27,12121.7099609375,12279.5302734375,12110.8095703125,12279.1298828125,236740000
2006-11-28,12136.4501953125,12149.1904296875,12072.599609375,12118.9404296875,222630000
2006-11-29,12226.73046875,12240.669921875,12134.400390625,12134.400390625,219270000
2006-11-30,12221.9296875,12275.1201171875,12162.48046875,12226.73046875,294890000
2006-12-01,12194.1298828125,12248.0400390625,12089.98046875,12220.9697265625,275410000
2006-12-04,12283.849609375,12309.9697265625,12195.5703125,12195.5703125,270630000
2006-12-05,12331.599609375,12335.3701171875,12276.080078125,12283.6904296875,233170000
2006-12-06,12309.25,12335.4501953125,12294.830078125,12328.7197265625,220840000
2006-12-07,12278.41015625,12360.759765625,12264.4697265625,12310.1298828125,251340000
2006-12-08,12307.490234375,12332.8798828125,12243.080078125,12278.41015625,240800000
2006-12-11,12328.48046875,12354.58984375,12297.6298828125,12306.2099609375,213850000
2006-12-12,12315.580078125,12333.919921875,12252.0498046875,12328.240234375,248140000
2006-12-13,12317.5,12368.6103515625,12301.5595703125,12312.7099609375,213520000
2006-12-14,12416.759765625,12431.259765625,12307.009765625,12317.5,253900000
2006-12-15,12445.51953125,12486.2998046875,12417.8798828125,12417.9599609375,417750000
2006-12-18,12441.26953125,12490.7001953125,12428.9404296875,12446.240234375,237310000
2006-12-19,12471.3203125,12491.91015625,12397.6103515625,12439.509765625,233450000
2006-12-20,12463.8701171875,12498.4697265625,12456.580078125,12471.3203125,193300000
2006-12-21,12421.25,12483.73046875,12396.009765625,12461.6201171875,192090000
2006-12-22,12343.2197265625,12420.2099609375,12341.7001953125,12413.080078125,143650000
2006-12-26,12407.6298828125,12418.2001953125,12337.0498046875,12341.9404296875,110210000
2006-12-27,12510.5703125,12519.2197265625,12407.7900390625,12408.4296875,143650000
2006-12-28,12501.51953125,12529.8798828125,12478.1298828125,12510.5703125,126740000
2006-12-29,12463.150390625,12526.0302734375,12451.1298828125,12500.48046875,161560000
2007-01-03,12474.51953125,12580.349609375,12404.8203125,12459.5400390625,327200000
2007-01-04,12480.6904296875,12510.41015625,12403.8603515625,12473.16015625,259060000
2007-01-05,12398.009765625,12480.1298828125,12365.41015625,12480.0498046875,235220000
2007-01-08,12423.490234375,12445.919921875,12337.3701171875,12392.009765625,223500000
2007-01-09,12416.599609375,12466.4296875,12369.169921875,12424.76953125,225190000
2007-01-10,12442.16015625,12451.6103515625,12355.6298828125,12417.0,226570000
2007-01-11,12514.98046875,12544.4599609375,12442.9599609375,12442.9599609375,261720000
2007-01-12,12556.080078125,12561.0400390625,12489.66015625,12514.66015625,256530000
2007-01-16,12582.58984375,12585.080078125,12538.9296875,12555.83984375,242720000
2007-01-17,12577.150390625,12614.0,12550.5498046875,12571.4599609375,272720000
2007-01-18,12567.9296875,12611.91015625,12547.33984375,12575.0595703125,250690000
2007-01-19,12565.5302734375,12586.83984375,12523.5498046875,12567.9296875,287480000
2007-01-22,12477.16015625,12572.580078125,12450.8896484375,12565.5302734375,293400000
2007-01-23,12533.7998046875,12554.23046875,12468.349609375,12477.8095703125,236760000
2007-01-24,12621.76953125,12623.4501953125,12531.080078125,12534.3701171875,216920000
2007-01-25,12502.5595703125,12622.650390625,12487.33984375,12621.76953125,275780000
2007-01-26,12487.01953125,12539.08984375,12431.33984375,12503.2802734375,247020000
2007-01-29,12490.7802734375,12542.7001953125,12481.490234375,12487.099609375,234510000
2007-01-30,12523.3095703125,12538.4501953125,12459.4599609375,12492.23046875,244040000
2007-01-31,12621.6904296875,12657.01953125,12505.2001953125,12520.0302734375,258410000
2007-02-01,12673.6796875,12682.5703125,12616.080078125,12617.2001953125,235130000
2007-02-02,12653.490234375,12683.9296875,12638.349609375,12673.83984375,203610000
2007-02-05,12661.740234375,12681.2099609375,12629.8603515625,12653.41015625,204140000
2007-02-06,12666.3095703125,12680.5703125,12633.9404296875,12661.66015625,201010000
2007-02-07,12666.8701171875,12700.2802734375,12630.5,12656.8603515625,194020000
2007-02-08,12637.6298828125,12665.830078125,12575.8603515625,12665.669921875,193820000
2007-02-09,12580.830078125,12675.6796875,12545.099609375,12638.0302734375,220330000
2007-02-12,12552.5498046875,12607.509765625,12536.2099609375,12580.1103515625,174980000
2007-02-13,12654.849609375,12658.2197265625,12549.1904296875,12549.1904296875,204940000
2007-02-14,12741.8603515625,12759.400390625,12651.2099609375,12651.2900390625,210880000
2007-02-15,12765.009765625,12779.0302734375,12728.7197265625,12741.7001953125,183280000
2007-02-16,12767.5703125,12769.169921875,12744.01953125,12764.1298828125,243560000
2007-02-20,12786.6396484375,12795.9296875,12704.6796875,12766.849609375,205760000
2007-02-21,12738.41015625,12782.8701171875,12707.169921875,12782.8701171875,213470000
2007-02-22,12686.01953125,12763.73046875,12650.6103515625,12735.76953125,206860000
2007-02-23,12647.48046875,12682.1298828125,12628.01953125,12679.8896484375,215430000
2007-02-26,12632.259765625,12697.23046875,12608.4697265625,12647.8798828125,230080000
2007-02-27,12216.240234375,12629.3798828125,12086.0595703125,12628.900390625,393300000
2007-02-28,12268.6298828125,12353.4697265625,12186.0400390625,12214.919921875,412820000
2007-03-01,12234.33984375,12289.2197265625,12059.5400390625,12268.6298828125,372010000
2007-03-02,12114.099609375,12247.400390625,12107.3701171875,12233.7802734375,315180000
2007-03-05,12050.41015625,12188.83984375,12039.1103515625,12111.6103515625,278770000
2007-03-06,12207.58984375,12224.41015625,12050.6103515625,12051.169921875,278810000
2007-03-07,12192.4501953125,12256.9404296875,12178.990234375,12204.4599609375,263540000
2007-03-08,12260.7001953125,12303.6396484375,12193.330078125,12193.330078125,241070000
2007-03-09,12276.3203125,12330.8798828125,12228.5,12262.0595703125,211040000
2007-03-12,12318.6201171875,12349.9501953125,12246.51953125,12275.6796875,219580000
2007-03-13,12075.9599609375,12307.5703125,12071.48046875,12307.490234375,312340000
2007-03-14,12133.400390625,12142.9404296875,11939.6103515625,12074.51953125,333450000
2007-03-15,12159.6796875,12188.1201171875,12105.919921875,12133.16015625,232600000
2007-03-16,12110.41015625,12190.3603515625,12082.1298828125,12159.6796875,388660000
2007-03-19,12226.169921875,12234.669921875,12110.41015625,12110.41015625,208480000
2007-03-20,12288.099609375,12294.0302734375,12213.1103515625,12226.8095703125,196620000
2007-03-21,12447.51953125,12480.4501953125,12263.509765625,12288.98046875,246000000
2007-03-22,12461.1396484375,12476.2802734375,12408.509765625,12446.7197265625,232700000
2007-03-23,12481.009765625,12511.0498046875,12448.650390625,12460.5,206410000
2007-03-26,12469.0703125,12486.7802734375,12367.169921875,12480.3701171875,219960000
2007-03-27,12397.2900390625,12468.669921875,12377.26953125,12468.669921875,209340000
2007-03-28,12300.3603515625,12396.490234375,12257.419921875,12396.490234375,224830000
2007-03-29,12348.75,12381.91015625,12267.58984375,12301.48046875,208160000
2007-03-30,12354.349609375,12416.6796875,12242.599609375,12348.91015625,233630000
2007-04-02,12382.2998046875,12394.98046875,12324.2802734375,12354.51953125,209420000
2007-04-03,12510.2998046875,12534.26953125,12379.0498046875,12379.0498046875,220470000
2007-04-04,12530.0498046875,12541.509765625,12495.75,12511.3603515625,210130000
2007-04-05,12560.2001953125,12572.4697265625,12500.3896484375,12523.2197265625,164930000
2007-04-09,12569.1396484375,12593.599609375,12555.3203125,12562.6396484375,191590000
2007-04-10,12573.849609375,12588.5595703125,12549.4697265625,12568.490234375,214690000
2007-04-11,12484.6201171875,12580.0302734375,12455.849609375,12573.1201171875,245470000
2007-04-12,12552.9599609375,12557.349609375,12428.2197265625,12483.6396484375,218300000
2007-04-13,12612.1298828125,12615.3798828125,12530.2099609375,12551.91015625,224240000
2007-04-16,12720.4599609375,12731.1796875,12611.3095703125,12611.6396484375,225020000
2007-04-17,12773.0400390625,12790.01953125,12707.4501953125,12719.5595703125,256880000
2007-04-18,12803.83984375,12838.4599609375,12728.990234375,12771.080078125,261950000
2007-04-19,12808.6298828125,12830.080078125,12734.919921875,12799.76953125,262590000
2007-04-20,12961.98046875,12966.2900390625,12810.169921875,12811.150390625,415650000
2007-04-23,12919.400390625,12983.919921875,12916.6298828125,12961.98046875,223290000
2007-04-24,12953.9404296875,12989.8603515625,12901.6796875,12919.6396484375,238400000
