Date,^GSPC
1957-01-03,0.008620693785883038
1957-01-04,0.0012867549356592178
1957-01-07,-0.005156901922169332
1957-01-08,-0.003668897442473007
1957-01-09,-0.0019478450642202993
1957-01-10,0.0023801939180092546
1957-01-11,-0.0019470022774763507
1957-01-14,-0.006953519795970475
1957-01-15,-0.01493877294425383
1957-01-16,0.0011060555744317746
1957-01-17,-0.0002210795243691166
1957-01-18,-0.012909189444279878
1957-01-21,-0.0053908005954848015
1957-01-22,0.0029235881157401167
1957-01-23,0.007606304262667951
1957-01-24,0.0035595110215878023
1957-01-25,-0.004674445640954872
1957-01-28,-0.007389979019078563
1957-01-29,0.004932687224091126
1957-01-30,0.004463313933135371
1957-01-31,-0.0042396275585843135
1957-02-01,-0.0022386910770761936
1957-02-04,-0.002019073145788308
1957-02-05,-0.014476602126810345
1957-02-06,-0.0015961625907330301
1957-02-07,-0.0045745909163579235
1957-02-08,-0.0069013211985549106
1957-02-11,-0.017464642416842313
1957-02-12,-0.004237301705196206
1957-02-13,0.015217466159008985
1957-02-14,-0.0011623675736940342
1957-02-15,0.012023188604632029
1957-02-18,-0.0011498043937061553
1957-02-19,0.0006901114415556187
1957-02-20,0.003213946412866875
1957-02-21,-0.003443959891863635
1957-02-25,-0.0023025217038408208
1957-02-26,0.0016123392493971878
1957-02-27,-0.000921043473959493
1957-02-28,-0.0034614440710600825
1957-03-01,0.01103467189694518
1957-03-04,0.007289318920506105
1957-03-05,0.003624830491673059
1957-03-06,0.00022607849608924369
1957-03-07,-0.0004522944010671992
1957-03-08,-0.0031717152004495652
1957-03-11,-0.006602207717048891
1957-03-12,-0.000685451408426907
1957-03-13,0.006606719839396646
1957-03-14,0.0006809392860791519
1957-03-15,-0.0004539368667622057
1957-03-18,-0.004550651041840048
1957-03-19,0.004323648622523102
1957-03-20,0.001361415209351069
1957-03-21,0.0002267801015110038
1957-03-22,-0.001134155411028459
1957-03-25,-0.004093712794091431
1957-03-26,0.0006834213498492225
1957-03-27,0.004090921732062824
1957-03-28,0.0020392020688522194
1957-03-29,-0.0015856769456443764
1957-04-01,0.0006798590470786792
1957-04-02,0.006323390243917704
1957-04-03,0.0026979051395148446
1957-04-04,-0.0022477485151024545
1957-04-05,0.0011245486754920542
1957-04-08,-0.0022502774485926302
1957-04-09,0.008970715563459297
1957-04-10,0.004233015694470765
1957-04-11,0.0
1957-04-12,0.0
1957-04-15,-0.000667158463421913
1957-04-16,0.0015560677558945635
1957-04-17,0.0013318841428766603
1957-04-18,0.007293611960163648
1957-04-22,0.0015403170675378774
1957-04-23,0.0037309816494115466
1957-04-24,0.0015322251595701886
1957-04-25,-0.0035056969046998177
1957-04-26,-0.0013178427645481605
1957-04-29,0.005042201702919691
1957-04-30,0.0002186976306295385
1957-05-01,0.006102869263825195
1957-05-02,0.008007811052408886
1957-05-03,-0.0010783833096681406
1957-05-06,-0.0015117094847969526
1957-05-07,-0.00303029208803407
1957-05-08,0.0038944294227793996
1957-05-09,0.0010790814900607515
1957-05-10,0.004948897466797497
1957-05-13,0.006205238948958414
1957-05-14,-0.004489647325145452
1957-05-15,0.00342254156784616
1957-05-16,0.004048990551947629
1957-05-17,0.002760988594257441
1957-05-20,0.004232745964864559
1957-05-21,-0.0004224048014211945
1957-05-22,-0.004022498044785383
1957-05-23,0.00021215688134201827
1957-05-24,0.0012716737238473996
1957-05-27,-0.00914998010405732
1957-05-28,-0.0019257554915936836
1957-05-29,0.008955326097943583
1957-05-31,0.006769640655894804
1957-06-03,-0.0012658519364130427
1957-06-04,-0.0019017471080640114
1957-06-05,-0.00021149279008270128
1957-06-06,0.011149769047167801
1957-06-07,0.0010454624738329699
1957-06-10,0.0010444502622117824
1957-06-11,0.00083466408782229
1957-06-12,0.002291919178068369
1957-06-13,0.0018713001379788707
1957-06-14,0.00020775025799846247
1957-06-17,0.0018674172787709331
1957-06-18,-0.004154570943629476
1957-06-19,-0.006683393459137932
1957-06-20,-0.006095676486524315
1957-06-21,-0.005920904882034783
1957-06-24,-0.00787830638020992
1957-06-25,0.00787830638020992
1957-06-26,-0.0012733739458816729
1957-06-27,0.003603568747361674
1957-06-28,0.0023248581441417393
1957-07-01,0.0012658519364130427
1957-07-02,0.009860589948652798
1957-07-03,0.011623160223567464
1957-07-05,0.004734945493877429
1957-07-08,0.0043037856950700615
1957-07-09,0.0
1957-07-10,0.0020428704257331454
1957-07-11,-0.002861219789186631
1957-07-12,0.004492578828823035
1957-07-15,0.0010182107708849308
1957-07-16,-0.005101531206023413
1957-07-17,-0.006156375449565488
1957-07-18,-0.0010298230020122645
1957-07-19,0.0010298230020122645
1957-07-22,-0.002266886223559972
1957-07-23,0.0018550999895361464
1957-07-24,0.0010291085819194024
1957-07-25,0.0
1957-07-26,-0.0032969295297351486
1957-07-29,-0.010999438487183433
1957-07-30,0.0
1957-07-31,-0.00020866788639128941
1957-08-01,-0.0025078159627782703
1957-08-02,-0.002304402589773158
1957-08-05,-0.008847792914422392
1957-08-06,-0.012562715515531231
1957-08-07,0.007684149273477381
1957-08-08,-0.002767962014152303
1957-08-09,0.00042627677327322644
1957-08-12,-0.01265424580967256
1957-08-13,-0.0006477943365510441
1957-08-14,-0.012387416954189767
1957-08-15,0.00043726406170563337
1957-08-16,0.0017471467526917195
1957-08-19,-0.020278454772212573
1957-08-20,0.008425794080892057
1957-08-21,0.0044062806965001755
1957-08-22,-0.007280822576768653
1957-08-23,-0.01449789058475126
1957-08-26,-0.01402735552413148
1957-08-27,0.016271573028368014
1957-08-28,0.0006722415781870161
1957-08-29,-0.004040416456412732
1957-08-30,0.01694960590069261
1957-09-03,0.004853250346236848
1957-09-04,-0.008619777071868118
1957-09-05,-0.005118505555092412
1957-09-06,-0.0031284805326068366
1957-09-09,-0.008992900758639788
1957-09-10,-0.009302389441773862
1957-09-11,0.008850605869179073
1957-09-12,0.012573164863841413
1957-09-13,-0.0004463391728206645
1957-09-16,-0.004922753359862142
1957-09-17,0.0013449353691266097
1957-09-18,0.0011194278157860005
1957-09-19,-0.006510228411270802
1957-09-20,-0.01612029227409284
1957-09-23,-0.023154542929773037
1957-09-24,0.006770211962789485
1957-09-25,0.0
1957-09-26,-0.009585107892482014
1957-09-27,-0.0004699355823007956
1957-09-30,-0.0030599311173169497
1957-10-01,0.007983140932000143
1957-10-02,0.00791991480283416
1957-10-03,0.0009276651063729879
1957-10-04,-0.008146174988301613
1957-10-07,-0.013410380491464036
1957-10-08,-0.006415620232994801
1957-10-09,0.0009530835690227946
1957-10-10,-0.024835576289603534
1957-10-11,-0.0004884116903589586
1957-10-14,0.007301153159577911
1957-10-15,0.010372701643834858
1957-10-16,-0.008192728665640914
1957-10-17,-0.01658979929610771
1957-10-18,-0.007903219243737603
1957-10-21,-0.02969519287507083
1957-10-22,-0.004351779076144702
1957-10-23,0.04391622808547835
1957-10-24,-0.0004911703954570967
1957-10-25,-0.00295200541582874
1957-10-28,-0.0041970679352907325
1957-10-29,0.006657661588747477
1957-10-30,0.008077435540246647
1957-10-31,0.0009746812329862742
1957-11-01,-0.015215084843203996
1957-11-04,-0.0017324517868346767
1957-11-06,0.0014851827942243823
1957-11-07,0.0059185836959572136
1957-11-08,-0.011872500605746517
1957-11-11,-0.0002488073091364562
1957-11-12,-0.014540287253865802
1957-11-13,-0.0012634048049804392
1957-11-14,-0.0027851800084759404
1957-11-15,0.02330641349202356
1957-11-18,-0.008207931094367904
1957-11-19,-0.005760805803980862
1957-11-20,0.0027592340668016746
1957-11-21,0.013930608095660268
1957-11-22,0.009588257770910324
1957-11-25,0.007556437568690733
1957-11-26,-0.026825778549870893
1957-11-27,0.028524182320140756
1957-11-29,0.011329546611304142
1957-12-02,-0.00866641443477123
1957-12-03,0.00024170969750292315
1957-12-04,0.004100885832897028
1957-12-05,-0.00048159060485319927
1957-12-06,-0.005070615230547748
1957-12-09,-0.009485738315979209
1957-12-10,-0.008836503195055911
1957-12-11,-0.0012335773599825295
1957-12-12,0.0009869459654345825
1957-12-13,0.004429148674701899
1957-12-16,-0.015089973950618063
1957-12-17,-0.017601681196039998
1957-12-18,-0.001015154940411822
1957-12-19,0.010608792786788168
1957-12-20,-0.008072690150602746
1957-12-23,0.0
1957-12-24,0.0010126814922997163
1957-12-26,0.010070521112402808
1957-12-27,-0.0035131628356861455
1957-12-30,-0.005040256302934587
1957-12-31,0.01030547839435103
1958-01-02,0.008466189456188822
1958-01-03,0.013300617154651473
1958-01-06,-0.0046596927595072835
1958-01-07,0.00783548802208589
1958-01-08,-0.00024389123986079397
