Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-13 14:30:00,11042.056640625,11065.2841796875,11031.5400390625,11065.2841796875,11065.2841796875,489539000
2023-01-13 15:30:00,11065.443359375,11083.8076171875,11061.6630859375,11077.5966796875,11077.5966796875,505417000
2023-01-17 09:30:00,11069.1708984375,11145.318359375,11024.7197265625,11122.4716796875,11122.4716796875,0
2023-01-17 10:30:00,11123.865234375,11126.26171875,11035.88671875,11056.4365234375,11056.4365234375,648428000
2023-01-17 11:30:00,11055.888671875,11095.87890625,11055.759765625,11069.13671875,11069.13671875,447982000
2023-01-17 12:30:00,11069.4443359375,11104.828125,11067.3388671875,11096.2294921875,11096.2294921875,431209000
2023-01-17 13:30:00,11096.318359375,11113.865234375,11078.37109375,11091.2568359375,11091.2568359375,393783000
2023-01-17 14:30:00,11091.806640625,11113.283203125,11091.806640625,11099.7353515625,11099.7353515625,441457000
2023-01-17 15:30:00,11098.6279296875,11105.2294921875,11076.517578125,11094.5546875,11094.5546875,464647000
2023-01-18 09:30:00,11169.232421875,11223.1767578125,11144.85546875,11193.576171875,11193.576171875,0
2023-01-18 10:30:00,11195.4287109375,11195.4287109375,11030.8955078125,11049.89453125,11049.89453125,786215000
2023-01-18 11:30:00,11047.4951171875,11047.4951171875,11001.0537109375,11005.7998046875,11005.7998046875,530232000
2023-01-18 12:30:00,11005.2529296875,11015.1533203125,10969.6376953125,10995.5576171875,10995.5576171875,388215000
2023-01-18 13:30:00,10995.6533203125,11022.8359375,10985.662109375,11018.8447265625,11018.8447265625,349493000
2023-01-18 14:30:00,11019.060546875,11022.08984375,10993.4130859375,10995.330078125,10995.330078125,386130000
2023-01-18 15:30:00,10995.2919921875,10995.2919921875,10952.0478515625,10957.1953125,10957.1953125,447471000
2023-01-19 09:30:00,10896.111328125,10921.4990234375,10843.3642578125,10861.04296875,10861.04296875,0
2023-01-19 10:30:00,10861.095703125,10869.12109375,10814.0126953125,10821.193359375,10821.193359375,544050000
2023-01-19 11:30:00,10819.9716796875,10856.1845703125,10805.1162109375,10835.771484375,10835.771484375,438355000
2023-01-19 12:30:00,10835.685546875,10872.9677734375,10826.65234375,10855.9384765625,10855.9384765625,356745000
2023-01-19 13:30:00,10857.2236328125,10922.9560546875,10857.2236328125,10917.373046875,10917.373046875,399761000
2023-01-19 14:30:00,10917.509765625,10932.517578125,10891.748046875,10903.2041015625,10903.2041015625,418871000
2023-01-19 15:30:00,10904.1865234375,10904.1865234375,10849.76953125,10849.76953125,10849.76953125,428267000
2023-01-20 09:30:00,10926.26171875,10974.744140625,10885.6455078125,10973.0185546875,10973.0185546875,0
2023-01-20 10:30:00,10975.86328125,11013.71484375,10948.4033203125,11013.6630859375,11013.6630859375,715019000
2023-01-20 11:30:00,11017.205078125,11022.0234375,10995.171875,11016.72265625,11016.72265625,479000000
2023-01-20 12:30:00,11016.8935546875,11025.4453125,10989.3359375,11002.1552734375,11002.1552734375,425237000
2023-01-20 13:30:00,11001.8212890625,11081.8994140625,11001.8212890625,11079.43359375,11079.43359375,555712000
2023-01-20 14:30:00,11079.1435546875,11138.7607421875,11076.9990234375,11117.087890625,11117.087890625,532072000
2023-01-20 15:30:00,11117.8740234375,11142.1826171875,11110.294921875,11138.4140625,11138.4140625,486879000
2023-01-23 09:30:00,11170.478515625,11294.6513671875,11145.3232421875,11288.2138671875,11288.2138671875,0
2023-01-23 10:30:00,11289.3857421875,11375.2548828125,11285.8828125,11341.6298828125,11341.6298828125,703270000
2023-01-23 11:30:00,11341.962890625,11372.0537109375,11340.4345703125,11359.5166015625,11359.5166015625,534592000
2023-01-23 12:30:00,11360.021484375,11392.6298828125,11352.22265625,11390.1845703125,11390.1845703125,512580000
2023-01-23 13:30:00,11390.2529296875,11405.4130859375,11356.4033203125,11359.927734375,11359.927734375,571975000
2023-01-23 14:30:00,11359.2236328125,11367.232421875,11299.1962890625,11334.185546875,11334.185546875,702850000
2023-01-23 15:30:00,11335.138671875,11371.7763671875,11326.525390625,11365.2626953125,11365.2626953125,566527000
2023-01-24 09:30:00,11305.22265625,11377.009765625,11282.9970703125,11331.2451171875,11331.2451171875,0
2023-01-24 10:30:00,11329.8896484375,11368.669921875,11303.41015625,11368.669921875,11368.669921875,686630000
2023-01-24 11:30:00,11366.5087890625,11368.345703125,11327.9541015625,11359.9287109375,11359.9287109375,525692000
2023-01-24 12:30:00,11359.2861328125,11359.2861328125,11319.4931640625,11347.984375,11347.984375,623891000
2023-01-24 13:30:00,11348.41015625,11368.7333984375,11331.271484375,11340.59765625,11340.59765625,543441000
2023-01-24 14:30:00,11340.525390625,11352.9501953125,11331.8291015625,11338.9677734375,11338.9677734375,538827000
2023-01-24 15:30:00,11338.951171875,11340.982421875,11297.4892578125,11334.46484375,11334.46484375,497579000
2023-01-25 09:30:00,11149.0185546875,11168.759765625,11079.9921875,11103.310546875,11103.310546875,0
2023-01-25 10:30:00,11104.2041015625,11186.392578125,11069.3837890625,11170.8232421875,11170.8232421875,646750000
2023-01-25 11:30:00,11172.0361328125,11226.8046875,11169.6015625,11184.892578125,11184.892578125,493057000
2023-01-25 12:30:00,11184.6474609375,11259.2353515625,11181.9697265625,11257.5693359375,11257.5693359375,420637000
2023-01-25 13:30:00,11259.73046875,11309.1064453125,11243.7216796875,11288.54296875,11288.54296875,472031000
2023-01-25 14:30:00,11288.9306640625,11334.216796875,11271.291015625,11306.15625,11306.15625,707933000
2023-01-25 15:30:00,11305.2880859375,11314.291015625,11282.0576171875,11311.638671875,11311.638671875,531478000
2023-01-26 09:30:00,11455.96484375,11494.3740234375,11381.1328125,11441.2578125,11441.2578125,0
2023-01-26 10:30:00,11440.1806640625,11449.9765625,11341.70703125,11369.3203125,11369.3203125,699550000
2023-01-26 11:30:00,11367.5986328125,11428.87109375,11365.7109375,11416.0234375,11416.0234375,492677000
2023-01-26 12:30:00,11413.8369140625,11428.630859375,11395.611328125,11416.017578125,11416.017578125,452301000
2023-01-26 13:30:00,11416.572265625,11465.0908203125,11416.572265625,11454.2236328125,11454.2236328125,445667000
2023-01-26 14:30:00,11455.2978515625,11487.87109375,11448.4189453125,11482.525390625,11482.525390625,677491000
2023-01-26 15:30:00,11480.806640625,11515.09375,11468.5908203125,11514.2744140625,11514.2744140625,610731000
2023-01-27 09:30:00,11471.7666015625,11587.4130859375,11471.7666015625,11568.6650390625,11568.6650390625,0
2023-01-27 10:30:00,11567.2890625,11576.2939453125,11506.5869140625,11555.3037109375,11555.3037109375,761383000
2023-01-27 11:30:00,11557.0078125,11622.8037109375,11553.2412109375,11609.900390625,11609.900390625,650775000
2023-01-27 12:30:00,11609.16015625,11633.2470703125,11603.58203125,11622.48046875,11622.48046875,673084000
2023-01-27 13:30:00,11624.3408203125,11664.2763671875,11624.3095703125,11656.6044921875,11656.6044921875,674532000
2023-01-27 14:30:00,11656.3662109375,11691.8876953125,11649.201171875,11681.1064453125,11681.1064453125,595529000
2023-01-27 15:30:00,11681.29296875,11689.78125,11618.759765625,11620.29296875,11620.29296875,570711000
2023-01-30 09:30:00,11512.623046875,11551.943359375,11462.15234375,11476.4140625,11476.4140625,0
2023-01-30 10:30:00,11476.7529296875,11484.80859375,11414.9228515625,11478.1767578125,11478.1767578125,650101000
2023-01-30 11:30:00,11479.0908203125,11490.9609375,11445.0947265625,11473.7763671875,11473.7763671875,445655000
2023-01-30 12:30:00,11473.63671875,11478.9228515625,11439.275390625,11465.4697265625,11465.4697265625,373929000
2023-01-30 13:30:00,11465.2666015625,11465.2666015625,11428.0595703125,11429.2451171875,11429.2451171875,416482000
2023-01-30 14:30:00,11429.5830078125,11442.0283203125,11397.7646484375,11402.783203125,11402.783203125,434600000
2023-01-30 15:30:00,11402.2998046875,11427.4296875,11388.705078125,11394.9296875,11394.9296875,472494000
2023-01-31 09:30:00,11405.7978515625,11481.7314453125,11404.751953125,11481.3564453125,11481.3564453125,0
2023-01-31 10:30:00,11481.9580078125,11515.9892578125,11477.658203125,11512.236328125,11512.236328125,666698000
2023-01-31 11:30:00,11513.9755859375,11520.994140625,11482.8740234375,11508.375,11508.375,552365000
2023-01-31 12:30:00,11508.6240234375,11525.0751953125,11498.6962890625,11508.888671875,11508.888671875,446784000
2023-01-31 13:30:00,11509.7265625,11538.0576171875,11500.7783203125,11533.7958984375,11533.7958984375,453069000
2023-01-31 14:30:00,11534.091796875,11553.0751953125,11510.38671875,11512.34375,11512.34375,479307000
2023-01-31 15:30:00,11513.0546875,11585.1240234375,11513.0546875,11585.1240234375,11585.1240234375,561951000
2023-02-01 09:30:00,11570.8544921875,11590.9990234375,11542.05078125,11574.6240234375,11574.6240234375,0
2023-02-01 10:30:00,11575.8720703125,11585.8681640625,11514.9677734375,11559.82421875,11559.82421875,659286000
2023-02-01 11:30:00,11559.6123046875,11570.0478515625,11530.5126953125,11545.3974609375,11545.3974609375,489641000
2023-02-01 12:30:00,11545.5205078125,11562.439453125,11540.384765625,11562.345703125,11562.345703125,402349000
2023-02-01 13:30:00,11563.1015625,11617.568359375,11513.71484375,11579.279296875,11579.279296875,517877000
2023-02-01 14:30:00,11587.17578125,11844.7109375,11501.3896484375,11828.361328125,11828.361328125,954989000
2023-02-01 15:30:00,11828.0478515625,11904.0185546875,11797.42578125,11815.48046875,11815.48046875,716148000
2023-02-02 09:30:00,12065.5966796875,12104.9453125,12026.6162109375,12093.076171875,12093.076171875,0
2023-02-02 10:30:00,12093.7705078125,12180.0966796875,12093.7705078125,12167.5830078125,12167.5830078125,982290000
2023-02-02 11:30:00,12166.62890625,12189.71875,12136.330078125,12169.095703125,12169.095703125,623330000
2023-02-02 12:30:00,12169.39453125,12204.537109375,12163.8232421875,12201.251953125,12201.251953125,522354000
2023-02-02 13:30:00,12202.751953125,12269.53125,12163.9248046875,12165.6669921875,12165.6669921875,606110000
2023-02-02 14:30:00,12164.5517578125,12169.830078125,12057.205078125,12130.4853515625,12130.4853515625,689371000
2023-02-02 15:30:00,12130.4609375,12198.6943359375,12114.5048828125,12197.8017578125,12197.8017578125,596274000
2023-02-03 09:30:00,11952.1748046875,12184.310546875,11952.1748046875,12152.8525390625,12152.8525390625,0
2023-02-03 10:30:00,12147.4072265625,12214.2099609375,12136.5341796875,12199.4638671875,12199.4638671875,0
2023-02-03 11:30:00,12200.70703125,12230.833984375,12136.8583984375,12188.416015625,12188.416015625,2638610000
2023-02-03 12:30:00,12188.33984375,12194.59765625,12055.6806640625,12066.8623046875,12066.8623046875,486181000
2023-02-03 13:30:00,12065.6494140625,12070.482421875,12004.0126953125,12029.357421875,12029.357421875,507831000
2023-02-03 14:30:00,12027.9150390625,12051.90234375,11968.7978515625,12013.7470703125,12013.7470703125,503260000
2023-02-03 15:30:00,12013.4365234375,12025.5166015625,11987.09375,12006.474609375,12006.474609375,538349000
2023-02-06 09:30:00,11907.7509765625,11962.888671875,11861.576171875,11868.427734375,11868.427734375,0
2023-02-06 10:30:00,11862.7314453125,11964.1904296875,11845.1435546875,11960.10546875,11960.10546875,672056000
2023-02-06 11:30:00,11961.6484375,11973.08203125,11897.708984375,11907.8759765625,11907.8759765625,588643000
2023-02-06 12:30:00,11910.9169921875,11935.919921875,11884.388671875,11890.4287109375,11890.4287109375,446875000
2023-02-06 13:30:00,11889.8271484375,11939.029296875,11881.6083984375,11916.1611328125,11916.1611328125,458198000
2023-02-06 14:30:00,11917.208984375,11918.275390625,11858.451171875,11863.5458984375,11863.5458984375,531228000
2023-02-06 15:30:00,11863.482421875,11899.5244140625,11851.470703125,11887.83984375,11887.83984375,489121000
2023-02-07 09:30:00,11886.611328125,11914.369140625,11853.7890625,11862.6328125,11862.6328125,0
2023-02-07 10:30:00,11862.6611328125,11924.2470703125,11862.6611328125,11918.29296875,11918.29296875,591690000
2023-02-07 11:30:00,11919.205078125,11944.9453125,11903.2353515625,11905.8671875,11905.8671875,448842000
2023-02-07 12:30:00,11904.6708984375,12103.3046875,11904.6708984375,11914.2666015625,11914.2666015625,610028000
2023-02-07 13:30:00,11900.9443359375,12001.7587890625,11837.4638671875,11987.0107421875,11987.0107421875,519346000
2023-02-07 14:30:00,11987.306640625,12086.708984375,11983.580078125,12085.9208984375,12085.9208984375,444364000
2023-02-07 15:30:00,12086.099609375,12150.216796875,12073.2412109375,12114.0673828125,12114.0673828125,518071000
2023-02-08 09:30:00,12070.2529296875,12095.6953125,12022.658203125,12030.4580078125,12030.4580078125,0
2023-02-08 10:30:00,12026.1953125,12026.1953125,11901.7138671875,11913.2080078125,11913.2080078125,639204000
2023-02-08 11:30:00,11909.9541015625,11960.7451171875,11898.4111328125,11955.1787109375,11955.1787109375,479281000
2023-02-08 12:30:00,11955.2587890625,11980.7509765625,11919.7578125,11945.373046875,11945.373046875,435432000
2023-02-08 13:30:00,11944.8427734375,11963.9482421875,11917.419921875,11934.88671875,11934.88671875,391460000
2023-02-08 14:30:00,11935.0546875,11945.3837890625,11890.177734375,11905.9697265625,11905.9697265625,436007000
2023-02-08 15:30:00,11904.685546875,11932.462890625,11903.9052734375,11913.0732421875,11913.0732421875,472098000
2023-02-09 09:30:00,12068.0302734375,12069.771484375,11983.57421875,11983.57421875,11983.57421875,0
2023-02-09 10:30:00,11978.3193359375,12007.1484375,11931.1572265625,11941.03515625,11941.03515625,704865000
2023-02-09 11:30:00,11939.841796875,11966.046875,11921.181640625,11942.169921875,11942.169921875,503369000
2023-02-09 12:30:00,11941.05859375,11942.7138671875,11869.8955078125,11896.5810546875,11896.5810546875,453353000
2023-02-09 13:30:00,11896.9140625,11914.1630859375,11832.9228515625,11833.1416015625,11833.1416015625,429939000
2023-02-09 14:30:00,11832.7783203125,11851.3193359375,11770.984375,11777.798828125,11777.798828125,512949000
2023-02-09 15:30:00,11776.673828125,11824.4970703125,11745.8134765625,11791.513671875,11791.513671875,572499000
2023-02-10 09:30:00,11716.818359375,11775.80078125,11660.1318359375,11744.4638671875,11744.4638671875,0
2023-02-10 10:30:00,11744.4833984375,11764.40234375,11683.98046875,11702.724609375,11702.724609375,563505000
2023-02-10 11:30:00,11701.765625,11704.5869140625,11630.55078125,11645.65234375,11645.65234375,451970000
2023-02-10 12:30:00,11645.3798828125,11733.9658203125,11644.220703125,11715.0556640625,11715.0556640625,392665000
2023-02-10 13:30:00,11714.3232421875,11715.68359375,11669.62890625,11670.21484375,11670.21484375,362387000
2023-02-10 14:30:00,11669.849609375,11711.4541015625,11662.599609375,11686.9794921875,11686.9794921875,437727000
2023-02-10 15:30:00,11687.1484375,11729.970703125,11687.1484375,11717.90234375,11717.90234375,460197000
2023-02-13 09:30:00,11762.5302734375,11823.919921875,11720.3349609375,11814.255859375,11814.255859375,0
2023-02-13 10:30:00,11815.83984375,11878.3828125,11806.927734375,11868.8212890625,11868.8212890625,579318000
2023-02-13 11:30:00,11869.642578125,11898.462890625,11852.0517578125,11888.4619140625,11888.4619140625,453658000
2023-02-13 12:30:00,11889.5830078125,11902.3193359375,11866.0810546875,11899.2802734375,11899.2802734375,425205000
2023-02-13 13:30:00,11900.59375,11910.8125,11871.421875,11873.138671875,11873.138671875,371688000
2023-02-13 14:30:00,11873.5458984375,11876.0771484375,11839.48828125,11873.0595703125,11873.0595703125,433993000
2023-02-13 15:30:00,11873.2255859375,11892.3486328125,11866.25390625,11890.08984375,11890.08984375,425006000
2023-02-14 09:30:00,11803.8544921875,11999.7861328125,11762.181640625,11935.8271484375,11935.8271484375,0
2023-02-14 10:30:00,11938.5888671875,11946.056640625,11786.4541015625,11825.5224609375,11825.5224609375,602702000
2023-02-14 11:30:00,11820.01171875,11857.2470703125,11778.4365234375,11845.388671875,11845.388671875,409813000
2023-02-14 12:30:00,11845.5595703125,11947.1552734375,11841.482421875,11917.78515625,11917.78515625,381470000
2023-02-14 13:30:00,11920.3427734375,11931.748046875,11878.7724609375,11922.607421875,11922.607421875,372771000
2023-02-14 14:30:00,11922.9296875,11968.8896484375,11922.896484375,11958.23828125,11958.23828125,433891000
2023-02-14 15:30:00,11957.0,11986.1728515625,11952.72265625,11957.6064453125,11957.6064453125,407256000
2023-02-15 09:30:00,11904.052734375,11953.9404296875,11879.1787109375,11924.466796875,11924.466796875,0
2023-02-15 10:30:00,11924.009765625,11977.0517578125,11910.345703125,11976.5888671875,11976.5888671875,606274000
2023-02-15 11:30:00,11979.1279296875,12008.8876953125,11959.2470703125,11962.193359375,11962.193359375,494974000
2023-02-15 12:30:00,11962.1435546875,12000.7109375,11957.2939453125,11999.908203125,11999.908203125,390747000
2023-02-15 13:30:00,12002.2412109375,12052.2265625,11991.80078125,12044.7275390625,12044.7275390625,416562000
2023-02-15 14:30:00,12044.7373046875,12056.0029296875,12014.4423828125,12025.1767578125,12025.1767578125,479501000
2023-02-15 15:30:00,12025.74609375,12069.8193359375,12025.0419921875,12069.8193359375,12069.8193359375,470358000
2023-02-16 09:30:00,11902.4736328125,11972.7861328125,11868.84375,11968.2138671875,11968.2138671875,0
2023-02-16 10:30:00,11967.423828125,12018.689453125,11967.2841796875,11995.3681640625,11995.3681640625,627319000
2023-02-16 11:30:00,11997.9892578125,12015.1826171875,11968.525390625,12005.7041015625,12005.7041015625,437004000
2023-02-16 12:30:00,12006.244140625,12040.1201171875,11983.9140625,11986.05078125,11986.05078125,373847000
2023-02-16 13:30:00,11986.2060546875,12025.4091796875,11981.9765625,12011.6845703125,12011.6845703125,375220000
2023-02-16 14:30:00,12010.990234375,12027.2744140625,11891.87109375,11892.7158203125,11892.7158203125,520501000
2023-02-16 15:30:00,11889.2451171875,11897.087890625,11853.3603515625,11853.3603515625,11853.3603515625,498154000
2023-02-17 09:30:00,11776.2548828125,11802.158203125,11695.1123046875,11748.0517578125,11748.0517578125,0
2023-02-17 10:30:00,11747.5712890625,11788.818359375,11689.8779296875,11691.9912109375,11691.9912109375,576599000
2023-02-17 11:30:00,11690.0107421875,11739.455078125,11679.3427734375,11713.3056640625,11713.3056640625,465330000
2023-02-17 12:30:00,11712.1689453125,11716.642578125,11673.2138671875,11689.5576171875,11689.5576171875,361103000
2023-02-17 13:30:00,11689.564453125,11746.669921875,11684.259765625,11738.322265625,11738.322265625,401338000
2023-02-17 14:30:00,11739.0595703125,11794.6669921875,11739.0595703125,11756.8466796875,11756.8466796875,462046000
2023-02-17 15:30:00,11756.3359375,11793.5048828125,11753.1943359375,11786.3349609375,11786.3349609375,424713000
2023-02-21 09:30:00,11638.2041015625,11683.5947265625,11581.3037109375,11583.703125,11583.703125,0
2023-02-21 10:30:00,11584.1943359375,11616.6689453125,11551.6591796875,11553.83984375,11553.83984375,617275000
2023-02-21 11:30:00,11554.072265625,11565.51171875,11536.2392578125,11537.1513671875,11537.1513671875,449372000
2023-02-21 12:30:00,11537.072265625,11564.5966796875,11531.814453125,11537.5654296875,11537.5654296875,404900000
2023-02-21 13:30:00,11537.79296875,11541.1171875,11504.1376953125,11515.6279296875,11515.6279296875,403465000
2023-02-21 14:30:00,11515.2021484375,11537.2939453125,11503.10546875,11508.154296875,11508.154296875,409213000
2023-02-21 15:30:00,11508.6650390625,11524.5751953125,11491.349609375,11492.70703125,11492.70703125,477891000
2023-02-22 09:30:00,11524.947265625,11569.0361328125,11455.4970703125,11473.029296875,11473.029296875,0
2023-02-22 10:30:00,11466.0771484375,11515.68359375,11445.8662109375,11496.607421875,11496.607421875,504141000
2023-02-22 11:30:00,11497.0244140625,11530.3037109375,11490.1025390625,11522.373046875,11522.373046875,348686000
2023-02-22 12:30:00,11522.615234375,11566.8056640625,11522.615234375,11566.12109375,11566.12109375,323781000
2023-02-22 13:30:00,11566.140625,11581.8466796875,11501.494140625,11525.255859375,11525.255859375,433705000
2023-02-22 14:30:00,11523.6298828125,11526.9384765625,11467.748046875,11486.7900390625,11486.7900390625,447954000
2023-02-22 15:30:00,11485.7890625,11508.58203125,11464.19921875,11508.58203125,11508.58203125,464505000
2023-02-23 09:30:00,11628.1435546875,11637.5869140625,11561.474609375,11581.33203125,11581.33203125,0
2023-02-23 10:30:00,11581.2666015625,11583.4404296875,11477.3486328125,11482.517578125,11482.517578125,577344000
2023-02-23 11:30:00,11481.1279296875,11488.2734375,11435.515625,11457.5029296875,11457.5029296875,441207000
2023-02-23 12:30:00,11457.158203125,11487.673828125,11452.7841796875,11477.3759765625,11477.3759765625,332802000
2023-02-23 13:30:00,11477.7646484375,11571.4248046875,11469.6025390625,11566.064453125,11566.064453125,347560000
2023-02-23 14:30:00,11569.1787109375,11619.26171875,11566.984375,11618.6953125,11618.6953125,406920000
2023-02-23 15:30:00,11619.4111328125,11624.390625,11585.7353515625,11589.60546875,11589.60546875,463628000
2023-02-24 09:30:00,11404.2666015625,11432.80078125,11343.859375,11360.9833984375,11360.9833984375,0
2023-02-24 10:30:00,11361.74609375,11386.947265625,11334.7265625,11381.81640625,11381.81640625,544753086
2023-02-24 11:30:00,11381.400390625,11414.625,11363.3603515625,11375.4990234375,11375.4990234375,410629000
2023-02-24 12:30:00,11375.4462890625,11383.7802734375,11338.013671875,11361.5087890625,11361.5087890625,325228000
2023-02-24 13:30:00,11359.8447265625,11379.13671875,11343.8916015625,11371.328125,11371.328125,339711000
2023-02-24 14:30:00,11372.0302734375,11414.5048828125,11352.5361328125,11380.29296875,11380.29296875,391124000
