Datetime,Open,High,Low,Close,Adj Close,Volume,Pct_Change,Label
2023-01-03 10:30:00,3823.64990234375,3837.610107421875,3810.219970703125,3815.5400390625,3815.5400390625,282312663,-0.19983084015735564,Keep
2023-01-03 11:30:00,3815.469970703125,3815.469970703125,3800.2099609375,3804.169921875,3804.169921875,224684476,-0.29799496456847097,Sell
2023-01-03 12:30:00,3804.239990234375,3813.949951171875,3794.330078125,3810.050048828125,3810.050048828125,189491134,0.15457056529764035,Keep
2023-01-03 13:30:00,3810.10009765625,3815.969970703125,3803.340087890625,3804.97998046875,3804.97998046875,190072000,-0.13307091230820856,Keep
2023-01-03 14:30:00,3805.010009765625,3825.419921875,3796.5400390625,3818.550048828125,3818.550048828125,260261000,0.3566396782382908,Buy
2023-01-03 15:30:00,3818.5400390625,3826.85009765625,3818.429931640625,3824.070068359375,3824.070068359375,325193000,0.14455799873420716,Keep
2023-01-04 09:30:00,3840.360107421875,3855.75,3815.77001953125,3830.43994140625,3830.43994140625,0,0.16657312583208128,Keep
2023-01-04 10:30:00,3830.5,3851.06005859375,3823.610107421875,3850.489990234375,3850.489990234375,299460987,0.5234398433294318,Strong Buy
2023-01-04 11:30:00,3850.510009765625,3873.159912109375,3850.510009765625,3866.800048828125,3866.800048828125,261343870,0.42358397593853514,Buy
2023-01-04 12:30:00,3866.7900390625,3871.75,3852.080078125,3863.22998046875,3863.22998046875,196502000,-0.09232616929486515,Keep
2023-01-04 13:30:00,3863.25,3868.7099609375,3827.93994140625,3829.39990234375,3829.39990234375,278214000,-0.8756941289033815,Strong Sell
2023-01-04 14:30:00,3829.43994140625,3854.580078125,3827.159912109375,3842.8701171875,3842.8701171875,264090000,0.35175785207248733,Buy
2023-01-04 15:30:00,3842.85009765625,3854.300048828125,3827.320068359375,3852.929931640625,3852.929931640625,357202000,0.2617786744374184,Buy
2023-01-05 09:30:00,3839.739990234375,3839.739990234375,3803.35009765625,3817.22998046875,3817.22998046875,0,-0.9265663223902321,Strong Sell
2023-01-05 10:30:00,3817.2099609375,3820.409912109375,3802.419921875,3807.070068359375,3807.070068359375,260791480,-0.2661592872674534,Sell
2023-01-05 11:30:00,3807.080078125,3815.179931640625,3805.56005859375,3811.6298828125,3811.6298828125,215402525,0.11977227556230208,Keep
2023-01-05 12:30:00,3811.6201171875,3827.2099609375,3804.860107421875,3821.969970703125,3821.969970703125,203579726,0.27127733301837154,Buy
2023-01-05 13:30:00,3821.97998046875,3828.22998046875,3815.280029296875,3815.64990234375,3815.64990234375,202954000,-0.165361538887554,Keep
2023-01-05 14:30:00,3815.659912109375,3830.35009765625,3808.1201171875,3810.18994140625,3810.18994140625,236373000,-0.14309386545516833,Keep
2023-01-05 15:30:00,3810.179931640625,3813.260009765625,3803.3798828125,3808.22998046875,3808.22998046875,335585000,-0.05143997983408921,Keep
2023-01-06 09:30:00,3823.3701171875,3852.6298828125,3809.56005859375,3842.830078125,3842.830078125,0,0.9085611382112724,Strong Buy
2023-01-06 10:30:00,3842.800048828125,3872.840087890625,3842.800048828125,3867.6201171875,3867.6201171875,312313027,0.6450984966422268,Strong Buy
2023-01-06 11:30:00,3867.56005859375,3881.080078125,3864.830078125,3870.050048828125,3870.050048828125,251777407,0.06282756752211682,Keep
2023-01-06 12:30:00,3870.030029296875,3875.929931640625,3865.3798828125,3875.070068359375,3875.070068359375,185392000,0.12971458942165892,Keep
2023-01-06 13:30:00,3875.050048828125,3894.739990234375,3875.050048828125,3891.239990234375,3891.239990234375,219658000,0.41728076111526846,Buy
2023-01-06 14:30:00,3891.260009765625,3906.18994140625,3891.260009765625,3897.8798828125,3897.8798828125,267151000,0.17063693308017047,Keep
2023-01-06 15:30:00,3897.8701171875,3904.669921875,3891.8701171875,3894.199951171875,3894.199951171875,370966000,-0.09440854390745379,Keep
